"Current route","Full production URL","Route source","Page title","WordPress content type","Current production status","Current Astro status","Current completion status","Current layout","Proposed action","Proposed destination URL","Recommended index status","Reason","Existing internal-link count","Existing canonical","Sitemap presence","SEO title present","Meta description present","Unique content level","Exact duplicate target","Near-duplicate target","Real business value","Possible search value","Possible backlink risk","Image dependency status","Hotlinked image count","Missing image count","Demo/template indicators","Foreign company/location indicators","Unverified business claim indicators","Portfolio authenticity status","Owner information required","Final decision status"
"/service/architecture-design/","https://rkrenosolution.com/service/architecture-design/","generated-route","Architecture Design - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page.","36","https://rkrenosolution.com/service/architecture-design/","YES — service-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service/building-construction/","https://rkrenosolution.com/service/building-construction/","generated-route","Building Construction - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page.","36","https://rkrenosolution.com/service/building-construction/","YES — service-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service/building-renovation/","https://rkrenosolution.com/service/building-renovation/","generated-route","building renovation - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + restored WordPress theme layout","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","32","https://rkrenosolution.com/service/building-renovation/","YES — service-sitemap","YES","YES","HIGH","","","HIGH","MEDIUM","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service/flooring-roofing/","https://rkrenosolution.com/service/flooring-roofing/","generated-route","flooring & roofing - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page.","36","https://rkrenosolution.com/service/flooring-roofing/","YES — service-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service/general-contracting/","https://rkrenosolution.com/service/general-contracting/","generated-route","general contracting - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page.","36","https://rkrenosolution.com/service/general-contracting/","YES — service-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/service/repair-expand/","https://rkrenosolution.com/service/repair-expand/","generated-route","repair & expand - RK Reno Solution","service","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/services/","301 redirect","Imported theme taxonomy/service intent is adequately served by the main Services page.","70","https://rkrenosolution.com/service/repair-expand/","YES — service-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon","foreign phone/email","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/services/","https://rkrenosolution.com/services/","generated-route","Services - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + restored WordPress theme layout","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","38","https://rkrenosolution.com/services/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","MEDIUM","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/services/%20https:/rkrenosolution.com/about-us/","https://rkrenosolution.com/services/%20https://rkrenosolution.com/about-us/","production-404","Page not found – RK Reno Solution","page","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_REPAIR","/about-us/","301 redirect","Repair the malformed About link and redirect only this malformed URL.","6","https://rkrenosolution.com/services/%20https://rkrenosolution.com/about-us/","NO","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","https://rkrenosolution.com/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","generated-route","Servis Aircond Murah KL: The Ultimate 2026 Guide to a Colder Home - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","18","https://rkrenosolution.com/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/servis-aircond-murah-kl/","https://rkrenosolution.com/servis-aircond-murah-kl/","generated-route","Servis Aircond Murah KL - RK Reno Solution","page","200","200","TECHNICALLY COMPLETE","BaseLayout + page-specific custom layout","KEEP_CONTENT_PAGE","","index,follow","Genuine priority content is retained; owner approval and shared-system review remain.","1","https://rkrenosolution.com/servis-aircond-murah-kl/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","https://rkrenosolution.com/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","generated-route","Servis Cuci Rumah KL: The Ultimate 2026 Guide to a Spotless Home - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","17","https://rkrenosolution.com/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/servis-cuci-rumah-kl/","https://rkrenosolution.com/servis-cuci-rumah-kl/","generated-route","Servis Cuci Rumah KL - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","1","https://rkrenosolution.com/servis-cuci-rumah-kl/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","Project count; Rating claim","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/shop/","https://rkrenosolution.com/shop/","generated-route","Shop - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","28","https://rkrenosolution.com/shop/","YES — page-sitemap","YES","NO","MEDIUM","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/tag/aircond-maintenance/","https://rkrenosolution.com/tag/aircond-maintenance/","generated-route","Aircond Maintenance - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/aircond-maintenance/","YES — post_tag-sitemap","YES","NO","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/ceiling-works/","https://rkrenosolution.com/tag/ceiling-works/","generated-route","Ceiling Works - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/category/interior-design/","301 redirect","Exact duplicate thin archive; consolidate on the stronger category route. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/ceiling-works/","YES — post_tag-sitemap","YES","NO","EXACT_DUPLICATE","/category/interior-design/","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/cleaning/","https://rkrenosolution.com/tag/cleaning/","generated-route","Cleaning - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/cleaning/","YES — post_tag-sitemap","YES","NO","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/guide/","https://rkrenosolution.com/tag/guide/","generated-route","Guide - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/guide/","YES — post_tag-sitemap","YES","NO","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/interior-finishing/","https://rkrenosolution.com/tag/interior-finishing/","generated-route","Interior Finishing - RK Reno Solution","taxonomy","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 2; unique introduction not established.","3","https://rkrenosolution.com/tag/interior-finishing/","YES — post_tag-sitemap","YES","NO","MEDIUM","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/kuala-lumpur/","https://rkrenosolution.com/tag/kuala-lumpur/","generated-route","Kuala Lumpur - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/category/servis-pembersihan/","301 redirect","Exact duplicate thin archive; consolidate on the stronger category route. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/kuala-lumpur/","YES — post_tag-sitemap","YES","NO","EXACT_DUPLICATE","/category/servis-pembersihan/","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/office-fit-out/","https://rkrenosolution.com/tag/office-fit-out/","generated-route","Office Fit-Out - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/office-fit-out/","YES — post_tag-sitemap","YES","NO","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/pemasangan-aircond/","https://rkrenosolution.com/tag/pemasangan-aircond/","generated-route","Pemasangan Aircond - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 1; unique introduction not established.","1","https://rkrenosolution.com/tag/pemasangan-aircond/","YES — post_tag-sitemap","YES","NO","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/waterproofing/","https://rkrenosolution.com/tag/waterproofing/","generated-route","Waterproofing - RK Reno Solution","taxonomy","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Thin archive may aid navigation but needs article-count and taxonomy strategy review. Linked unique article count: 2; unique introduction not established.","3","https://rkrenosolution.com/tag/waterproofing/","YES — post_tag-sitemap","YES","NO","MEDIUM","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/tag/wiring/","https://rkrenosolution.com/tag/wiring/","generated-route","Wiring - RK Reno Solution","taxonomy","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","MERGE_AND_301_REDIRECT","/category/technical-guides/","301 redirect","Exact duplicate thin archive; consolidate on the stronger category route. Linked unique article count: 1; unique introduction not established.","2","https://rkrenosolution.com/tag/wiring/","YES — post_tag-sitemap","YES","NO","EXACT_DUPLICATE","/category/technical-guides/","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/team-detail/","https://rkrenosolution.com/team-detail/","generated-route","Team Detail - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported or obsolete utility content has no verified business purpose.","46","https://rkrenosolution.com/team-detail/","YES — page-sitemap","YES","YES","MEDIUM","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; PCL/EllisDon demo","Australia/NSW","Experience claim; Named testimonial/team member","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/testimonials/","https://rkrenosolution.com/testimonials/","generated-route","Testimonials - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","OWNER_DECISION_REQUIRED","","noindex,follow","Identity, history, testimonials, or project claims require owner-supplied authentic content.","2","https://rkrenosolution.com/testimonials/","YES — page-sitemap","YES","YES","HIGH","","","UNKNOWN","UNKNOWN","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Alten/ECOM demo","Bay Area","Named testimonial/team member","NOT_APPLICABLE","Evidence for business claims; Owner decision and authentic replacement content","OWNER_CONFIRMATION_REQUIRED"
"/thank-you/","https://rkrenosolution.com/thank-you/","generated-route","Thank You - RK Reno Solution","page","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","KEEP_NOINDEX_TEMPORARILY","","noindex,follow","Useful form-flow utility; keep out of search results.","0","https://rkrenosolution.com/thank-you/","YES — page-sitemap","YES","YES","LOW","","","MEDIUM","LOW","UNKNOWN — no Search Console or backlink export available","NO IMAGE DEPENDENCY FOUND","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","https://rkrenosolution.com/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","generated-route","Upah Pasang Aircond Selangor 2026 | Harga & Pemasangan","post","200","200","TECHNICALLY COMPLETE","BaseLayout + page-specific custom layout","KEEP_CONTENT_PAGE","","index,follow","Genuine priority content is retained; owner approval and shared-system review remain.","62","https://rkrenosolution.com/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/upah-pasang-aircond-selangor/","https://rkrenosolution.com/upah-pasang-aircond-selangor/","generated-route","Aircond Installation Selangor | Upah Pasang Aircond","page","200","200","TECHNICALLY COMPLETE","BaseLayout + page-specific custom layout","KEEP_CONTENT_PAGE","","index,follow","Genuine priority content is retained; owner approval and shared-system review remain.","9","https://rkrenosolution.com/upah-pasang-aircond-selangor/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","generated-route","Waterproofing Contractor Kuala Lumpur: The Complete Guide to Stopping Leaks (2026) - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","73","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur-the-complete-guide-to-stopping-leaks-2026/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/waterproofing-contractor-kuala-lumpur/","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur/","generated-route","Waterproofing Contractor Kuala Lumpur - RK Reno Solution","page","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","5","https://rkrenosolution.com/waterproofing-contractor-kuala-lumpur/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Project count; Rating claim; Guarantee or warranty; Named testimonial/team member","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/wishlist/","https://rkrenosolution.com/wishlist/","generated-route","Wishlist - RK Reno Solution","page","200","200","NEEDS CONTENT","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported WooCommerce content; no evidence RK Reno sells these products online.","1","https://rkrenosolution.com/wishlist/","YES — page-sitemap","YES","YES","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/wp-content/uploads/2025/01/home.svg","https://rkrenosolution.com/home-2/","internal-link","","page","200","404","NOT REVIEWED","not generated","REMOVE_AND_410","","gone (410)","Theme-demo alias/asset is not a public RK Reno content page.","0","https://rkrenosolution.com/home-2/","NO","NO","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","NO IMAGE DEPENDENCY FOUND","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
